symbol logfc avgexp t pval fdr b
ARHGAP17 0.194642118801616 8.15747634099953 5.26506900526728 6.6852864565386e-07 7.70558850859603e-05 5.75387697392576
ADORA1 0.294023457903339 6.10896129042922 5.26012996690555 6.8312922518216e-07 7.7812437155455e-05 5.73364442381747
CLIC4 0.364824874540497 7.5342865977812 5.25111650474451 7.10580972631799e-07 7.90786778967941e-05 5.69675022642473
PRKCI 0.263863842468883 8.56687375026936 5.23932927032816 7.48110164708268e-07 8.13513583393775e-05 5.6485591062358
ANKRD40 0.282255712194879 7.58464342936273 5.23866912303732 7.50268249327868e-07 8.13513583393775e-05 5.64586205596096
TMEM256-PLSCR3 0.325002388104846 6.77831237482683 5.23686119413776 7.56209693301381e-07 8.13513583393775e-05 5.63847674848157
NPEPL1 0.317073581780321 8.93658026803694 5.22931624819029 7.81504370088644e-07 8.19230257979826e-05 5.60767239853512
ACTB 0.267666729400782 12.0735387918601 5.22852212262838 7.84214239679957e-07 8.19230257979826e-05 5.60443170068066
MYO1D 0.27294727360789 7.99148620443244 5.22773542330146 7.86907808222721e-07 8.19230257979826e-05 5.60122159785475
LYPLA2 0.171572128775113 8.82203766362626 5.22262733629869 8.04618227323583e-07 8.2875677414329e-05 5.58038522358077
NCLN 0.2800753469322 9.57399266842897 5.21900821697252 8.17400983105783e-07 8.33060665097915e-05 5.56562986117885
PPP5C 0.186018242928765 7.7902094432708 5.19827570437169 8.94537514331575e-07 8.99968154705912e-05 5.48122033640797
PPP2R4 0.340973617302385 8.32760799627147 5.15403652192253 1.08361763891649e-06 0.000107056999795811 5.30178373456063
C20orf194 0.26967617369357 5.59327922171544 5.14455124763691 1.12896328357682e-06 0.000110057817067093 5.26343181377041
GATAD2A 0.197239344264627 8.60169152507136 5.1429647763915 1.13672605935853e-06 0.000110057817067093 5.25702140442129
BTD 0.215013006059568 9.19624914124145 5.11832767121756 1.26417015488225e-06 0.000116631586312862 5.15762552855514
DHCR7 0.84598294177283 10.8014653428075 5.11295719037742 1.29374560238377e-06 0.000118085611686084 5.13599754534706
RAP2C 0.316494653716229 7.00587161728879 5.11094215389449 1.30501553918725e-06 0.000118085611686084 5.12788617874008
GPAM 0.633441868331658 6.5373204213324 5.10860678953983 1.3181967516521e-06 0.000118173897680515 5.1184878056509
RELA 0.241940757077238 8.5559616987172 5.09944459798504 1.37117401325497e-06 0.000118748204229482 5.08164115476846
SCLY 0.388045450379558 10.1496322348351 5.09793175481408 1.38011877539593e-06 0.000118748204229482 5.07556100783432
CC2D1B 0.359773764544691 7.50888241871978 5.09521836122085 1.39630448087512e-06 0.000118748204229482 5.0646585975564
KEAP1 0.354153584060685 7.22417110600709 5.09511720485145 1.39691145219813e-06 0.000118748204229482 5.06425222032688
ARNTL 1.09012240219293 6.92079268537426 5.09490392643701 1.39819203492676e-06 0.000118748204229482 5.06339542949625
RNH1 0.22815727063441 9.37512093534867 5.09196322532169 1.41596584695833e-06 0.000119212011567396 5.05158416871606
TJP3 0.5162370577656 6.00368508763131 5.07107223889657 1.54872356848525e-06 0.000126612842733689 4.96779675600802
ITSN1 0.222248761152817 7.48442673325553 5.06698832859133 1.57605687262828e-06 0.000126612842733689 4.95144223560311
APP 0.317579262112933 8.91807328418945 5.06616934296769 1.58159456037408e-06 0.000126612842733689 4.94816348597723
PMVK 0.78394834418563 9.62894437161567 5.05491048791225 1.65967089232232e-06 0.000130641736418412 4.90312267515588
HYAL3 0.441403251614811 8.1008650407377 5.04846252780558 1.70606227012789e-06 0.000133210442736921 4.87735567025455
FBXW8 0.345589962820803 5.5299053948313 5.02069512897111 1.92068126978678e-06 0.000147587587730759 4.76662635440995
RAB5B 0.201505880444849 8.763068901369 5.01419601581773 1.97458800170313e-06 0.000150535126240077 4.74076444393192
NONO 0.121426398236959 9.89122939458899 5.00351082526764 2.06643221746863e-06 0.000153901513304087 4.69829033188047
PNRC1 0.554160414786281 10.2421750143223 4.99844921460804 2.11137734535524e-06 0.0001560485149445 4.67818997091027
BRD9 0.242855900844238 7.58403995471331 4.99225479957386 2.16767685066856e-06 0.000158995812637674 4.65360841391888
CD164 0.192234926979399 12.7849781523571 4.98773535567446 2.20967178491644e-06 0.000160857460312489 4.63568576590641
RHOD 0.216983315160808 8.98957159493306 4.98213679935306 2.262792451472e-06 0.000163495197874268 4.61349782697294
FKBP4 0.388747553374969 10.1056997767788 4.97200810987447 2.36207022864133e-06 0.000169404177434854 4.57339605102706
GAK 0.208493325387122 8.54382587934978 4.96999072902908 2.38234375259149e-06 0.000169601854504344 4.5654149116543
SGK2 0.518893664052663 8.00241949130374 4.9674283374712 2.40833844718407e-06 0.000169944557550943 4.55528054595761
PRKCDBP 0.551569781595473 10.8567236232916 4.96104721496229 2.47427768813462e-06 0.000172345011341866 4.53005724624539
SS18 0.203371639419712 8.41332472795616 4.95822399386884 2.50400857821051e-06 0.000173170078958816 4.51890413968266
CAPRIN1 0.307211297526937 9.20946185685065 4.95507438532142 2.53758662599927e-06 0.000174247614985283 4.50646636892719
ACSS2 0.874719550950733 10.465139286057 4.93617293208052 2.74848632365269e-06 0.000184797531844482 4.43192967728511
DPYSL2 0.585428310781204 8.49634792731125 4.9301844363756 2.81879068462941e-06 0.00018675021249871 4.40835204654169
KRT19 0.38253021761157 5.43046970966801 4.92636794669867 2.86450469894719e-06 0.000187392800643289 4.39333540871497
RABEP1 0.378428188630147 8.10277423768358 4.91804976866139 2.96665091779123e-06 0.000192057903768475 4.36063168727888
EPN1 0.37524490703971 7.6166860067508 4.91663219449142 2.98440805946712e-06 0.000192057903768475 4.3550618600141
CERS2 0.166786874687327 11.1873409688401 4.91576468957816 2.99532570430074e-06 0.000192057903768475 4.3516538276471
SGTA 0.273571558496275 8.64767884785107 4.90659188722413 3.11316764146678e-06 0.000197004503952166 4.31564147803768
LMF2 0.241059519105478 7.9854399948197 4.90250180747117 3.16715338059823e-06 0.000197834703425497 4.29959766924509
ME1 0.890346199119806 10.0676793888368 4.89817722835995 3.22522357717248e-06 0.000199864737754879 4.28264328971335
STARD3 0.149677732702223 8.65873152417318 4.89701994065656 3.24093821808676e-06 0.000199864737754879 4.278107798054
YWHAZ 0.251737798554688 10.0575748099208 4.89415816658661 3.28011795804912e-06 0.000199869031630304 4.26689524258311
AKT2 0.44973243867021 7.34919763396137 4.88930715158565 3.3475854436135e-06 0.000201930816488105 4.24789831861389
GDF15 0.705051305198552 5.12904125566632 4.88857629507421 3.35786629359481e-06 0.000201930816488105 4.24503727551137
NOTCH2 0.310574197620133 6.09405760531801 4.87769564293948 3.51459910680206e-06 0.0002087628745525 4.20247576236607
KIAA1456 0.276667736806012 5.57547297662227 4.87293892054894 3.58532987184805e-06 0.000211665633044103 4.18388812098315
PVRL2 0.402173906908428 7.64964027581333 4.86242243663166 3.7466482935523e-06 0.000219848780473778 4.14283460920403
TSPAN13 0.662445562223592 9.70205322472033 4.85212416248212 3.91143993708332e-06 0.000226769829166711 4.10268817656639
PERP 0.199342434070374 9.44373232000519 4.83910205212456 4.1299182319416e-06 0.000236239485015701 4.05200173867226
FLYWCH2 0.210312994829386 6.09650161091631 4.83805580739268 4.14797691103792e-06 0.000236239485015701 4.04793321498287
TLCD1 0.510095544352902 5.17765247047794 4.83263835203585 4.24271780117571e-06 0.000240222185678264 4.02687548570447
CHKA 0.84007960373604 8.902801049648 4.82388509915396 4.40025089689351e-06 0.000246261440368341 3.99288369342905
PLEKHB2 0.144408605357349 9.47924493663342 4.82072637510073 4.45848111694464e-06 0.000248086288357804 3.98062710936135
C4orf3 0.173226583744924 10.6097415003059 4.81022523337981 4.65749283615744e-06 0.000253336211458856 3.93991764016075
MLF2 0.199045751114424 10.075631904894 4.80410380523728 4.77745201630718e-06 0.000258409443697688 3.91621345689049
SLC39A4 0.387998456857428 8.58288928911453 4.80167675160113 4.82583939326444e-06 0.000259087954712603 3.90682053520368
TCF20 0.300537650309927 7.91506672168339 4.79946859719934 4.87027553787377e-06 0.000259087954712603 3.89827745418011
TMEM180 0.258200431261431 7.77514644294818 4.79738758403037 4.91251635183636e-06 0.000259907012669288 3.89022860599588
PYGO2 0.167172248903184 7.7992156361224 4.78687371443939 5.13142214514088e-06 0.000265681439621679 3.84959828223656
MICU1 0.143244948133658 8.5013415252611 4.78272294254717 5.22042441349214e-06 0.000268851857294845 3.83357382522888
PSMB9 0.525708358698695 9.08573413999227 4.77836281981122 5.31552789961263e-06 0.000270868111179208 3.81675091542946
CEP68 0.189787446469609 6.62736908066673 4.77657007264739 5.35511716294402e-06 0.000271456776814786 3.80983676264071
RBCK1 0.179984750318949 7.97702764705197 4.77522367354237 5.38503761462666e-06 0.000271551740545913 3.80464517062284
CORO1B 0.273851632490691 8.0482672743185 4.77217722659028 5.45333722513257e-06 0.00027212969368342 3.79290187873766
LPIN3 0.230196917292231 7.58455887122123 4.76636792175753 5.58591461905371e-06 0.000274532108333391 3.77052203983378
ZDHHC2 0.610042845013412 7.09714549063478 4.76185392704152 5.69108385430251e-06 0.000278288251905843 3.75314458465238
MAP1LC3A 0.307827016423856 9.0343101835586 4.75689020833892 5.8089476330324e-06 0.000282624276296581 3.73404828289578
CTSF 0.258299502682211 9.20403025995047 4.74797149497032 6.02669689629893e-06 0.000290300892288389 3.69976923389192
DAGLB 0.232271869518681 7.16237724036211 4.7353738269196 6.34779989722585e-06 0.00030425444853931 3.65142213683088
CDS1 0.650784910949093 6.71027497611795 4.73243897334224 6.42495497755612e-06 0.000306435537402455 3.6401709449849
SECISBP2L 0.421285942899527 8.11854587079738 4.71030769846683 7.03676579772975e-06 0.000332341299773753 3.55547560438988
PORCN 0.42898297567019 5.64782216606544 4.70127012859517 7.30251857759686e-06 0.000343218373147052 3.52096469957494
RPS6KA4 0.208657874345337 6.72365557203102 4.69551382419781 7.47682634754421e-06 0.000348031887965976 3.49900653000976
PPP1R21 0.257697851097274 7.60364877007234 4.68575850812406 7.78147277564503e-06 0.000359644891285706 3.46183435342795
FXR2 0.225853243849679 7.57634782302421 4.68502233421332 7.80494424020416e-06 0.000359644891285706 3.45903127945828
MOB3A 0.179324237987094 5.42909537422553 4.67844524186768 8.01770744788567e-06 0.00036341375549997 3.43400116720763
C16orf62 0.208745135505192 8.04826931665374 4.67685394195959 8.07002245739451e-06 0.00036341375549997 3.42794874874102
ADCK4 0.194163502088613 7.20345251618 4.66153466921027 8.59085894955939e-06 0.000381059917417574 3.36975290585745
SVIP 0.443159800203343 7.55092001408247 4.64418493540321 9.22005358985924e-06 0.000403930130574738 3.30399751574672
C15orf39 0.564800169933271 7.40567792118578 4.64285032773547 9.27025953514924e-06 0.000404300237924842 3.29894615063229
P2RY2 0.377091071744916 9.24902012080387 4.63861732725583 9.43125544461042e-06 0.000409477198272279 3.28293106984838
FYCO1 0.183286485353799 9.48985516870291 4.61503309501443 1.0378995263733e-05 0.00044464350505957 3.19388220593582
METTL7B 0.56878969309629 10.6141682494545 4.60647263045808 1.07452860210909e-05 0.000456297628316676 3.16163526481586
MAP3K1 0.297824962968729 8.42950580429194 4.6021116567935 1.09366630397949e-05 0.000461292144948675 3.14522314977471
ANKH 0.382552079182403 8.60282174436372 4.59306400434833 1.13442820574444e-05 0.000475477657489942 3.11120660138362
GGA1 0.250362201070354 7.34570456145275 4.58862938409128 1.15494006179031e-05 0.000481988348200593 3.0945502216151
ARSA 0.342662433610401 7.46612681104137 4.58233626573092 1.18466489302517e-05 0.000492271480440758 3.07093201385351
LITAF 0.342336093846614 10.56067575385 4.57134478502167 1.23836525695224e-05 0.000505900945899224 3.02973338083671
CALD1 0.193674186114668 10.6482379033694 4.56818073497267 1.25425495081151e-05 0.00051023934595618 3.01788621170535
ERGIC3 0.185505064712233 9.82739678361346 4.56502994610243 1.27027382075699e-05 0.000510418535023277 3.00609422545172
GRK6 0.189037591480611 6.68974496034905 4.56498360022853 1.27051091655247e-05 0.000510418535023277 3.00592081487797
TSC2 0.193341210290379 8.05211503902154 4.55894022731931 1.30179678077418e-05 0.000520826298820481 2.98331879885907
FDFT1 0.564629048173295 10.2615758797105 4.55072339703424 1.34553117253523e-05 0.000533688850542839 2.95262076459515
AP2A2 0.190579945900174 9.63116461147694 4.54980935844834 1.35048304464982e-05 0.000533688850542839 2.94920824912035
ARRDC1 0.207972534105874 7.31812192368009 4.53827804500542 1.41448742100535e-05 0.000554174826687037 2.90619678618546
TM7SF2 0.642945236456056 10.7243922656991 4.53603571384898 1.42726935928254e-05 0.000554972768537092 2.89784159568855
ZMIZ2 0.334502149268219 7.87784200303963 4.53199140044313 1.45060582070619e-05 0.000557331966511004 2.88277912912388
IRF6 0.268825668677334 8.78528120072396 4.52899597154656 1.46812719983335e-05 0.000557616996723006 2.87162899449526
PHLDA3 0.374797363433396 8.40376851361155 4.52529389399405 1.49006465270559e-05 0.000557616996723006 2.85785539987277
RRAS 0.33552929340337 8.56497638314525 4.52516657020845 1.49082474182046e-05 0.000557616996723006 2.8573818280951
NGFRAP1 0.580472248412965 8.17209615421355 4.52492349867672 1.49227685434864e-05 0.000557616996723006 2.85647776608126
ANAPC5 0.117818468886165 10.107606578539 4.52431908135348 1.49589357656625e-05 0.000557616996723006 2.85422988551652
MRPS27 0.471351070865219 6.81638294403102 4.52422468401793 1.49645919681848e-05 0.000557616996723006 2.85387883214896
CYP3A43 0.354162420110706 12.4204218896366 4.52406404302411 1.49742221801262e-05 0.000557616996723006 2.85328143736938
OSBPL9 0.169440976655322 10.1295099377467 4.51888341231711 1.52880236728376e-05 0.000565030778694339 2.83402338589414
TOM1 0.192945787078147 8.87645916239499 4.5188506318206 1.5290029334633e-05 0.000565030778694339 2.83390157841483
CD82 0.237385822545557 8.70361731780509 4.51662083944706 1.54270565478599e-05 0.00056792684979612 2.82561741886599
PLBD2 0.180304758065446 9.71738546052665 4.50594917767005 1.60994512370783e-05 0.00059043517756588 2.78600866726361
PPIP5K1 0.210007557654634 5.76075294387349 4.50323463727905 1.62749515031067e-05 0.000594619171521053 2.77594367335055
PSEN2 0.303605845925818 7.68397135172958 4.49124064963309 1.70727472324859e-05 0.000621422325958377 2.73152212022623
SIGMAR1 0.402011356387014 10.0058126481038 4.48432712713553 1.75496262192798e-05 0.000631656063401736 2.70595384076749
PICALM 0.19168650308095 8.94213559829275 4.47726204001641 1.8050233455753e-05 0.000642508677641915 2.67985304309848
ARPC4 0.200627963429296 9.06070644757258 4.47117189684125 1.84927963816627e-05 0.000653457133457147 2.65737677685412
TUFM 0.189042667864694 9.1871255173598 4.4688635049844 1.86632661060756e-05 0.000657082699778269 2.64886294691153
TCIRG1 0.212135500071952 8.19527369646571 4.45766620110031 1.95119112337566e-05 0.000679547930090761 2.60760804462711
EHD1 0.186637731397738 8.5479621194526 4.45608318065859 1.96348523922487e-05 0.000681378641081548 2.60178139810378
C20orf27 0.289544522831635 7.73912892107947 4.44280219570037 2.06961425258475e-05 0.000713096270232228 2.55295431254283
DYNLRB1 0.128293401270591 10.2833183253146 4.44066054818987 2.08723831390248e-05 0.000713748847153182 2.54509007356734
EFNB1 0.107806563984806 5.03921225928554 4.43804083167676 2.10899339494212e-05 0.000716465756134373 2.5354739164224
NISCH 0.169870462924557 8.54150724840781 4.42718323480126 2.20151317329126e-05 0.000741686239102225 2.49566108529006
TMEM237 0.179164730865124 4.75382714820998 4.42263041556791 2.24146256852834e-05 0.000750928740086209 2.47898689228307
RALBP1 0.191397194422875 7.55869913082057 4.42165156837147 2.25014245085457e-05 0.000751237214109447 2.47540353188863
ANKRD13A 0.180395656362178 8.51108031146643 4.41869559655164 2.27655155262993e-05 0.000754848360704212 2.46458567036902
MAP2K2 0.243394414255901 9.92980127680243 4.41461874601173 2.3134655231732e-05 0.000762823601356381 2.44967403287611
C7orf43 0.199643652059103 7.18914540703893 4.41430154620428 2.31636168972089e-05 0.000762823601356381 2.4485142331727
TAP2 0.254338839186729 7.50325909856181 4.41085703980007 2.34803738228911e-05 0.000770633828316039 2.43592358355324
TRIM37 0.324140151855529 6.44704472984971 4.40197173176181 2.43168641937979e-05 0.000793638213363597 2.40347689957713
NCOR2 0.195578126565923 8.70684174006205 4.40075839649976 2.44332966818859e-05 0.000793638213363597 2.39904967799739
MAU2 0.106738869479658 5.44352953642053 4.40045073900672 2.44629049955429e-05 0.000793638213363597 2.39792723176318
SLC9A6 0.255806362088887 5.97092478845272 4.39997067623591 2.45091743230443e-05 0.000793638213363597 2.39617589792539
FBXO6 0.206529711143938 8.95201744587676 4.39601953885497 2.48932094271329e-05 0.000794226165425589 2.38176668408729
SULT2B1 0.160701942451653 4.9411591892517 4.39594521537741 2.49004886565441e-05 0.000794226165425589 2.38149572400617
UNC45A 0.154704066940784 7.96461621282877 4.39556776731618 2.49374875324705e-05 0.000794226165425589 2.38011971619926
SPTAN1 0.267204801607107 10.0399321815013 4.39208862040512 2.52810307572554e-05 0.00080092421421215 2.36744018217647
ANXA4 0.283754094365376 8.4859236074992 4.3771789144054 2.68056164486639e-05 0.000839909315391469 2.31318226627959
MARK2 0.164746262039356 8.01628110733492 4.37262823183655 2.72883282703861e-05 0.00085227611068993 2.2966476262748
TMEM134 0.147532597574466 9.67698073534618 4.37011853517373 2.75581146309784e-05 0.000857934616903965 2.28753395092542
AKIRIN2 0.265986833227391 7.14084572387527 4.36616281974638 2.79885680031188e-05 0.00086543470505054 2.27317668039462
TMEM254 0.553864848669344 9.02769636892385 4.36366399002062 2.82638157246552e-05 0.000866695772873961 2.26411188237412
ADCK3 0.362357406677894 10.4468377673765 4.35995943040147 2.86766781967774e-05 0.000870178839422055 2.25067986736682
TAF10 0.237074481495757 9.42743377128382 4.35948974409239 2.8729436425854e-05 0.000870178839422055 2.24897744859287
VCP 0.145971729242678 11.6291814540877 4.35767006916146 2.89347181707116e-05 0.000872728789186387 2.24238309646109
RPS6KA1 0.18376400284071 7.79399511879194 4.35030880868582 2.97796675325091e-05 0.000892652449070444 2.21572626129008
NAGLU 0.192763230306234 7.38149572273889 4.32621937617167 3.27140409229571e-05 0.000968615731547617 2.128714995661
CAP1 0.161451294023434 9.13618408639234 4.32377646708447 3.30266992366078e-05 0.000974747245510973 2.11991024129161
POLR3G 0.565985531490353 6.8753875245202 4.32303255690714 3.31224792163923e-05 0.000974747245510973 2.11722973221531
SREBF2 0.339685965106485 9.42484493777326 4.31522571843511 3.41438837778911e-05 0.00099572615282392 2.08911927242991
PDK4 0.863498653657001 8.29314300275514 4.31243536432171 3.45162584424378e-05 0.00100356280552457 2.07908063750953
RCBTB2 0.199336667932261 9.29025106241958 4.30738035043515 3.52008279581638e-05 0.00102040244398486 2.06090633595982
NR2F6 0.225902690235477 8.40111435176048 4.30473354198282 3.55644604937177e-05 0.00102786598955276 2.0513962892433
TMPRSS2 0.159457562548146 5.15559556376851 4.30269170011484 3.58474459982201e-05 0.00103079217410853 2.04406273560992
RAC1 0.173076275620673 10.1368141949255 4.30158467090597 3.60017770758635e-05 0.00103079217410853 2.0400877213826
CYB5B 0.331456141958347 9.68864096994565 4.30140593617418 3.60267543596517e-05 0.00103079217410853 2.03944600592983
MMP15 0.3883319580842 7.52726329828813 4.3003264741972 3.61779584907841e-05 0.00103079217410853 2.03557079090489
ZFYVE27 0.274884091588644 6.96021911748095 4.30018349865001 3.61980313155235e-05 0.00103079217410853 2.03505756755497
GCN1L1 0.23457864181814 7.00121084406253 4.29696252440749 3.66530845144613e-05 0.00104068963128743 2.02349880740116
IGSF11 0.297562061363953 8.87574160609753 4.28139565201559 3.89310175298231e-05 0.00109318244499969 1.96772247118653
CDC42EP1 0.273601173501216 8.13051013792912 4.27780316907522 3.94757262789522e-05 0.00110463578564398 1.95487101559615
RAD50 0.162138330043134 5.61027687042781 4.27558647025939 3.98154802921153e-05 0.00110546964827714 1.94694501292323
IZUMO4 0.236114411007719 4.8501436266559 4.27414997186859 4.0037152213123e-05 0.00110546964827714 1.94181024959323
HIPK2 0.306756452197536 8.48384609824505 4.27160892563349 4.04321805035801e-05 0.00111211469214677 1.93273029322927
RAB4B-EGLN2 0.240555472909613 6.60842889979241 4.26863683009629 4.08989743517701e-05 0.0011185985019035 1.92211494974171
PHOSPHO1 0.254920236640197 5.16046656481778 4.26514972522316 4.14532612830932e-05 0.00113056472040256 1.90966688601567
DCAF15 0.132004690677532 5.71565256679297 4.26053767528719 4.21974620925358e-05 0.00114762873028071 1.89321421785802
IDH3A 0.264582124185722 7.37305927166304 4.25903108226061 4.24433366145111e-05 0.00115108231120923 1.88784247096061
TTC7A 0.190339594994308 8.53107987634663 4.25540983824783 4.30399654511009e-05 0.00116400264105463 1.8749365062549
CSRP1 0.3686293956972 9.28355712048219 4.251330736118 4.372168358087e-05 0.00117904737629099 1.86040815801981
TPM4 0.399367180961994 8.54330893504058 4.24342396504555 4.50727657691219e-05 0.00120639851425577 1.83227538627391
CIDEA 0.893650925434435 7.5344622070519 4.24323237388406 4.5105996918053e-05 0.00120639851425577 1.83159415879522
HNRNPUL1 0.172077115453803 8.42244705261864 4.23656664146623 4.62769252553115e-05 0.00122754298718336 1.807907003101
REXO2 0.253836790801259 9.87535613389501 4.23463048019469 4.66224758968827e-05 0.00123333008643065 1.80103172168696
HELZ2 0.300921406466397 9.0526426709467 4.23278501855228 4.69541455592871e-05 0.00123774201128428 1.79448061263749
